,price,model_year,model,condition,cylinders,fuel,odometer,transmission,type,paint_color,is_4wd,brand
99,26000,2015,chevrolet silverado 1500 crew,2,8,gas,92281,automatic,pickup,white,1,chevrolet
100,18700,2017,nissan frontier crew cab sv,2,6,gas,40002,other,pickup,white,0,nissan
101,10800,2009,chevrolet colorado,3,5,gas,114922,automatic,truck,red,1,chevrolet
102,5500,2004,ford explorer,2,6,gas,140355,automatic,SUV,white,1,ford
103,22900,2014,ford f150 supercrew cab xlt,2,6,gas,73711,automatic,pickup,white,1,ford
104,26700,2015,ford f150 supercrew cab xlt,2,6,gas,48278,other,pickup,brown,1,ford
105,21500,2019,nissan frontier crew cab sv,2,6,gas,16168,other,pickup,white,0,nissan
106,19700,2017,chevrolet camaro lt coupe 2d,2,6,gas,35807,other,coupe,black,0,chevrolet
107,24200,2018,chevrolet camaro lt coupe 2d,2,6,gas,21000,other,coupe,grey,0,chevrolet
108,22800,2013,ford f-350 sd,2,8,diesel,207738,automatic,truck,brown,1,ford
109,28400,2017,ford mustang gt coupe 2d,2,8,gas,6665,other,coupe,blue,0,ford
110,29900,2018,ford mustang gt coupe 2d,2,8,gas,3827,automatic,coupe,yellow,0,ford
111,22500,2019,nissan frontier crew cab sv,2,6,gas,24209,other,pickup,unknown,1,nissan
112,24600,2014,chevrolet silverado 1500 crew,2,6,gas,85048,automatic,pickup,silver,1,chevrolet
113,23700,2017,nissan frontier crew cab sv,2,6,gas,12901,other,pickup,black,1,nissan
114,21900,2018,nissan frontier crew cab sv,2,6,gas,27576,other,pickup,unknown,1,nissan
115,25300,2017,chevrolet camaro lt coupe 2d,2,6,gas,3568,other,coupe,unknown,0,chevrolet
116,4600,2012,nissan versa,2,4,gas,146000,automatic,sedan,unknown,0,nissan
117,28900,2017,ford f150 supercrew cab xlt,2,6,gas,35068,automatic,pickup,white,1,ford
118,14800,2016,kia sorento,4,4,gas,47847,automatic,SUV,brown,0,kia
119,33900,2018,chevrolet silverado 1500 crew,2,8,gas,11315,other,pickup,white,1,chevrolet
120,4800,2006,honda accord,4,4,gas,195000,automatic,sedan,silver,0,honda
121,4500,2012,chevrolet impala,3,6,gas,145000,automatic,sedan,white,0,chevrolet
122,21595,2015,chevrolet silverado 1500,3,8,gas,92634,automatic,truck,black,1,chevrolet
124,22900,2019,nissan frontier crew cab sv,2,6,gas,20168,other,pickup,blue,1,nissan
125,25900,2012,chevrolet silverado 1500 crew,2,8,other,116510,other,pickup,unknown,1,chevrolet
126,10999,2010,ford edge,2,6,gas,98193,automatic,SUV,blue,1,ford
127,2900,2000,nissan maxima,2,6,gas,170000,automatic,sedan,green,0,nissan
128,2700,2005,chevrolet equinox,2,6,gas,150352,automatic,SUV,silver,0,chevrolet
129,2900,2000,nissan maxima,2,6,gas,179634,automatic,sedan,green,0,nissan
130,9500,2009,ford f-250,2,8,gas,189490,automatic,truck,white,1,ford
131,4900,2011,nissan sentra,2,4,gas,116000,automatic,sedan,silver,0,nissan
132,24000,2018,nissan frontier crew cab sv,2,6,gas,16295,other,pickup,blue,1,nissan
133,18200,2012,nissan frontier crew cab sv,2,6,gas,116510,other,pickup,white,0,nissan
134,28000,2016,ford mustang gt coupe 2d,2,8,gas,55189,other,coupe,black,0,ford
135,24700,2015,ford mustang gt coupe 2d,2,8,gas,37270,other,coupe,black,0,ford
136,26900,2014,chevrolet silverado 1500 crew,2,8,gas,68607,automatic,pickup,black,1,chevrolet
137,4500,2013,nissan altima,3,4,gas,140000,automatic,sedan,silver,0,nissan
138,19500,2014,ford f150,3,8,gas,116000,automatic,truck,grey,1,ford
139,2000,1993,ford f-150,2,8,gas,258225,automatic,truck,red,0,ford
140,13995,2010,chevrolet silverado 1500,3,8,gas,151442,automatic,truck,silver,1,chevrolet
142,11995,2012,chevrolet suburban,3,8,gas,158487,automatic,SUV,grey,1,chevrolet
143,8995,2009,chevrolet silverado 1500,3,8,gas,119726,automatic,truck,grey,1,chevrolet
144,15995,2013,jeep wrangler,3,6,gas,138806,automatic,SUV,black,1,jeep
145,7995,2012,chevrolet cruze,3,4,gas,81559,automatic,sedan,black,0,chevrolet
146,28250,2017,chevrolet silverado 1500,3,8,gas,13808,automatic,truck,white,1,chevrolet
147,6995,2004,ford expedition,3,8,gas,92546,automatic,SUV,blue,1,ford
148,13900,2016,dodge grand caravan,3,6,gas,62711,automatic,van,black,0,dodge
149,28975,2017,chevrolet silverado 1500,3,8,gas,8354,automatic,truck,black,1,chevrolet
150,14995,2011,jeep wrangler,3,6,gas,118371,automatic,SUV,orange,1,jeep
151,25600,2017,ford mustang gt coupe 2d,2,8,gas,42957,other,coupe,unknown,0,ford
152,12990,2011,ford expedition,2,8,gas,124775,automatic,SUV,custom,1,ford
153,6300,2010,ford taurus,3,6,gas,155743,automatic,sedan,unknown,0,ford
154,26400,2016,ford mustang gt coupe 2d,2,8,gas,16890,other,coupe,white,0,ford
155,17300,2014,chevrolet camaro lt coupe 2d,2,6,gas,27915,other,coupe,red,0,chevrolet
156,26700,2017,ford mustang gt coupe 2d,2,8,gas,26192,other,coupe,black,0,ford
157,18975,2012,chevrolet silverado 1500,3,8,gas,24390,automatic,truck,white,0,chevrolet
158,23300,2019,nissan frontier crew cab sv,2,6,gas,20168,other,pickup,grey,1,nissan
159,31800,2018,chevrolet silverado 1500 crew,2,8,gas,22838,automatic,pickup,white,1,chevrolet
160,3995,1999,acura tl,2,6,gas,180000,automatic,sedan,black,0,acura
161,18600,2012,ford mustang gt coupe 2d,2,8,gas,96562,other,coupe,red,0,ford
162,21100,2017,chevrolet camaro lt coupe 2d,2,6,gas,24510,other,coupe,red,0,chevrolet
163,2500,2009,toyota camry,2,6,gas,150000,automatic,sedan,silver,0,toyota
164,22000,2009,ford f350 super duty,2,8,diesel,163000,automatic,truck,unknown,1,ford
165,3995,2001,ford ranger,2,6,gas,102000,automatic,truck,brown,0,ford
166,3650,2012,kia soul,3,4,gas,106674,automatic,wagon,white,0,kia
167,7975,2007,gmc sierra,3,8,gas,228409,automatic,truck,white,0,gmc
168,9950,2008,toyota 4runner,3,6,gas,207348,automatic,SUV,unknown,1,toyota
169,3595,2005,chevrolet impala,2,6,gas,147667,automatic,sedan,red,0,chevrolet
170,9850,2008,chevrolet silverado 1500,2,8,gas,182225,automatic,truck,blue,1,chevrolet
171,18600,2012,ford mustang gt coupe 2d,2,8,gas,96562,other,coupe,red,0,ford
172,21100,2017,chevrolet camaro lt coupe 2d,2,6,gas,24510,other,coupe,red,0,chevrolet
173,5995,2006,ford ranger,2,6,gas,148600,automatic,truck,silver,1,ford
174,6900,2011,subaru outback,3,6,gas,135445,automatic,SUV,unknown,1,subaru
175,8995,2005,ram 1500,2,8,gas,158000,automatic,truck,grey,1,ram
176,31400,2016,chevrolet silverado 1500 crew,2,8,gas,15070,automatic,pickup,black,1,chevrolet
177,24200,2018,nissan frontier crew cab sv,2,6,gas,11034,other,pickup,blue,1,nissan
178,10990,2006,chevrolet silverado 1500,2,8,gas,93726,automatic,truck,white,1,chevrolet
179,15950,2015,honda cr-v,3,4,gas,78327,other,SUV,black,1,honda
180,7500,1997,ford mustang,2,8,gas,185000,manual,coupe,white,0,ford
181,11950,2003,jeep wrangler,3,6,gas,97211,automatic,SUV,custom,1,jeep
182,16950,2010,jeep wrangler,3,6,gas,85490,other,SUV,red,1,jeep
183,6800,2009,honda cr-v,3,4,gas,186000,automatic,SUV,grey,1,honda
184,6500,2009,hyundai santa fe,2,6,gas,98000,manual,SUV,unknown,0,hyundai
185,3000,2004,honda accord,2,6,gas,204000,automatic,coupe,blue,0,honda
186,15000,2009,toyota tacoma,3,6,gas,221000,automatic,truck,black,1,toyota
188,10950,2011,ford expedition,3,8,gas,130390,automatic,SUV,unknown,1,ford
189,23000,2018,honda accord,4,4,gas,15000,manual,sedan,unknown,0,honda
190,3950,2009,subaru impreza,3,4,gas,137882,automatic,hatchback,silver,1,subaru
191,5295,2005,ford f-150,2,8,gas,225000,automatic,pickup,white,1,ford
192,6995,2009,ford ranger,2,4,gas,142000,automatic,pickup,white,0,ford
193,8999,2013,ford escape,3,4,gas,122964,automatic,wagon,unknown,1,ford
194,5999,2012,nissan versa,3,4,gas,76737,automatic,sedan,silver,0,nissan
195,10997,2014,ford escape,3,4,gas,86000,automatic,wagon,unknown,1,ford
196,10000,2006,ford f-150,3,8,gas,181000,automatic,truck,silver,1,ford
197,17999,2008,gmc sierra 2500hd,3,8,diesel,101959,automatic,truck,white,1,gmc
198,8499,2009,nissan rogue,3,4,gas,123360,automatic,wagon,blue,1,nissan
199,7999,2012,nissan rogue,3,4,gas,93496,automatic,wagon,black,0,nissan
200,15900,2017,ford escape,3,4,gas,19764,automatic,SUV,black,1,ford
201,28200,2012,ford f-350 sd,3,8,diesel,129000,automatic,truck,black,1,ford
202,2000,2002,honda civic lx,2,4,gas,216875,automatic,coupe,red,0,honda
203,22914,2015,bmw x5,3,6,gas,69686,automatic,SUV,white,1,bmw
204,19900,2013,ford f-150,3,6,gas,79657,automatic,truck,silver,1,ford
206,24495,2016,ford explorer,3,6,gas,50123,automatic,SUV,white,1,ford
207,5300,2010,dodge charger,2,8,gas,156000,automatic,sedan,white,0,dodge
208,22900,2015,gmc sierra 1500,3,8,gas,85190,automatic,truck,custom,1,gmc
209,14685,2011,toyota tacoma,3,6,gas,145671,automatic,truck,black,1,toyota
210,24869,2015,gmc sierra 1500,3,8,gas,82056,automatic,truck,black,1,gmc
211,5995,2006,honda odyssey,3,6,gas,146331,automatic,van,red,0,honda
212,4999,2005,toyota camry le,3,4,gas,105000,automatic,sedan,silver,0,toyota
213,7800,2012,chevrolet traverse,2,6,gas,157000,automatic,SUV,blue,1,chevrolet
214,12500,2009,cadillac escalade,3,8,gas,159000,automatic,SUV,unknown,1,cadillac
215,4975,2007,honda odyssey,3,6,gas,205000,automatic,mini-van,brown,0,honda
216,2795,2003,volkswagen jetta,2,4,gas,178950,manual,sedan,unknown,0,volkswagen
217,500,2004,toyota corolla,4,4,gas,136000,automatic,sedan,blue,0,toyota
218,2800,2006,ford escape,3,6,gas,146331,automatic,SUV,white,0,ford
220,10800,2015,toyota camry,3,4,gas,28150,automatic,sedan,black,1,toyota
221,2750,2006,honda civic lx,2,4,gas,200,manual,sedan,black,0,honda
222,7995,2008,jeep grand cherokee,3,6,gas,104613,automatic,SUV,silver,1,jeep
223,22500,2013,ford f-250 sd,2,8,gas,128415,automatic,truck,green,1,ford
224,9995,2013,chrysler town & country,3,6,gas,81999,automatic,van,unknown,0,chrysler
225,6995,2005,honda accord,4,6,gas,45429,automatic,sedan,grey,0,honda
226,11795,2015,toyota tacoma,3,4,gas,111048,automatic,truck,white,0,toyota
227,8795,2014,honda civic,3,4,gas,85452,automatic,sedan,grey,0,honda
228,6995,2011,hyundai sonata,3,4,gas,117371,automatic,sedan,grey,1,hyundai
229,6795,2013,volkswagen passat,3,5,gas,119453,automatic,sedan,red,0,volkswagen
230,6795,2012,volkswagen jetta,3,5,gas,104310,automatic,sedan,white,0,volkswagen
231,7995,2014,chevrolet cruze,3,4,gas,120052,automatic,sedan,blue,0,chevrolet
232,25800,2015,toyota tacoma,4,6,gas,49900,automatic,pickup,white,1,toyota
233,8595,2010,toyota prius,3,4,gas,99630,automatic,hatchback,white,0,toyota
234,8995,2010,toyota prius,3,4,gas,74138,automatic,hatchback,white,0,toyota
235,7995,2010,honda accord,3,4,gas,90880,automatic,sedan,grey,0,honda
236,7100,2004,ford f-150,2,8,gas,121000,automatic,truck,unknown,1,ford
237,6995,2010,jeep liberty,3,6,gas,105771,automatic,SUV,brown,1,jeep
238,4795,2007,nissan altima,3,4,gas,131020,automatic,sedan,grey,0,nissan
239,6500,2009,ford f-250,2,8,gas,113000,automatic,pickup,white,1,ford
240,22800,2013,ford f-350 sd,2,8,diesel,106375,automatic,truck,brown,1,ford
241,1500,2001,jeep grand cherokee,2,6,gas,185000,automatic,SUV,black,1,jeep
242,9799,2017,nissan altima,3,4,gas,51153,automatic,sedan,silver,1,nissan
243,11799,2014,chevrolet camaro,3,6,gas,50468,automatic,coupe,yellow,0,chevrolet
244,5700,2002,chevrolet silverado 1500,2,8,gas,105000,automatic,pickup,silver,1,chevrolet
245,3700,2009,nissan rogue,2,4,gas,174902,automatic,SUV,black,0,nissan
246,13499,2014,ford f150,2,6,gas,87377,automatic,pickup,unknown,1,ford
247,24399,2013,ram 1500,3,8,gas,97321,automatic,pickup,red,1,ram
248,11799,2015,chevrolet camaro,3,6,gas,26881,automatic,coupe,red,0,chevrolet
249,9299,2016,nissan altima,3,4,gas,47833,automatic,sedan,silver,0,nissan
250,3750,2007,jeep grand cherokee laredo,1,6,gas,131800,automatic,SUV,grey,1,jeep
251,3800,2012,nissan altima,2,4,gas,186576,automatic,sedan,black,0,nissan
252,7995,2011,subaru forester,2,4,gas,112000,automatic,SUV,blue,1,subaru
253,23200,2018,chevrolet camaro lt coupe 2d,2,6,gas,7136,other,coupe,black,0,chevrolet
254,5500,1981,chevrolet corvette,1,8,gas,75000,automatic,coupe,blue,0,chevrolet
255,9100,2014,kia sorento,2,4,gas,100100,automatic,SUV,silver,1,kia
256,8977,2013,kia sorento,3,4,gas,85415,automatic,SUV,silver,0,kia
257,18675,2015,ram 1500,2,8,gas,86115,automatic,truck,unknown,1,ram
258,8675,2012,buick enclave,2,6,gas,116510,automatic,SUV,brown,0,buick
259,14975,2015,toyota 4runner,2,6,gas,84000,automatic,SUV,silver,0,toyota
260,20675,2018,ford escape,2,4,gas,21000,automatic,SUV,black,1,ford
261,19675,2008,gmc sierra 2500hd,2,8,gas,147398,automatic,truck,grey,1,gmc
262,14995,2009,chevrolet silverado 1500,2,8,gas,114587,automatic,truck,grey,1,chevrolet
263,13889,2005,gmc sierra 2500hd,2,8,gas,95914,automatic,truck,custom,1,gmc
264,5000,2011,toyota camry le,3,4,gas,173000,automatic,sedan,white,0,toyota
265,6100,2013,ford fusion,2,4,gas,106375,automatic,sedan,silver,0,ford
266,3250,2001,ford f150,1,8,gas,296000,automatic,truck,black,1,ford
267,28200,2012,ford f-350 sd,3,8,diesel,129000,automatic,truck,black,1,ford
268,15900,2016,ford escape,3,4,gas,19764,automatic,SUV,unknown,1,ford
270,22914,2015,bmw x5,3,6,gas,69686,automatic,SUV,white,1,bmw
271,22900,2015,gmc sierra 1500,3,8,gas,85190,automatic,truck,unknown,1,gmc
272,19900,2013,ford f-150,3,6,gas,79657,automatic,truck,silver,1,ford
273,14685,2011,toyota tacoma,3,6,gas,120000,automatic,truck,unknown,1,toyota
274,24869,2015,gmc sierra 1500,3,8,gas,82056,automatic,truck,black,1,gmc
275,22399,2011,gmc sierra 2500hd,3,8,gas,121047,automatic,pickup,unknown,1,gmc
276,9950,2013,toyota prius,3,4,hybrid,101200,automatic,hatchback,silver,0,toyota
277,17379,2007,jeep wrangler,3,6,gas,111921,automatic,SUV,unknown,1,jeep
278,5999,2012,nissan altima,3,4,gas,99000,automatic,sedan,black,0,nissan
279,4900,2007,toyota rav4,4,6,gas,116100,automatic,SUV,blue,0,toyota
280,3995,2013,chrysler 200,2,4,gas,106375,automatic,sedan,black,0,chrysler
281,10900,2012,toyota tacoma,3,4,gas,132000,manual,pickup,red,1,toyota
282,6995,2004,toyota tundra,2,8,gas,224000,automatic,truck,unknown,1,toyota
283,3500,2004,toyota camry,1,4,gas,155000,automatic,sedan,white,0,toyota
286,31999,2011,ram 3500,2,6,diesel,148128,automatic,truck,unknown,1,ram
287,28999,2012,ram 2500,2,6,diesel,146875,automatic,truck,silver,1,ram
288,32999,2012,ram 3500,2,6,diesel,126201,automatic,truck,silver,1,ram
289,7800,2010,nissan frontier,3,6,gas,160266,automatic,truck,red,1,nissan
290,14999,2016,honda cr-v,3,4,gas,32000,automatic,SUV,grey,1,honda
291,19999,2015,gmc sierra,3,8,gas,43000,automatic,truck,white,1,gmc
292,4999,2008,chrysler town & country,3,6,gas,129448,automatic,mini-van,white,0,chrysler
293,3500,2016,honda accord,3,4,gas,30300,automatic,sedan,black,0,honda
294,15600,2016,subaru outback,3,4,gas,106700,automatic,wagon,black,1,subaru
295,4488,2003,toyota rav4,3,4,gas,146000,automatic,SUV,silver,1,toyota
296,14995,2016,toyota rav4,3,4,gas,56000,automatic,SUV,black,0,toyota
297,2500,2016,honda civic,3,4,gas,35000,automatic,sedan,white,0,honda
298,18488,2014,ford f-150,2,8,gas,104906,automatic,truck,blue,0,ford
299,15674,2017,chevrolet equinox,2,4,gas,51276,automatic,SUV,silver,0,chevrolet
300,14999,2013,ford f-150,2,6,gas,52520,automatic,truck,white,1,ford
301,7999,2013,ford focus,2,4,gas,127230,automatic,sedan,red,0,ford
302,9877,2010,toyota corolla,2,4,gas,153510,automatic,sedan,white,0,toyota
303,16999,2003,chevrolet silverado 2500hd,2,8,gas,238986,automatic,truck,white,1,chevrolet
304,7999,2007,honda accord,2,4,gas,153000,automatic,sedan,unknown,0,honda
305,8850,2017,nissan versa,2,4,gas,31501,automatic,sedan,white,0,nissan
306,24900,2016,chevrolet silverado 1500,3,8,gas,32000,automatic,truck,silver,1,chevrolet
307,3900,2016,ford explorer,3,6,gas,52000,automatic,SUV,blue,0,ford
308,2500,2017,nissan rogue,3,4,gas,25600,automatic,SUV,black,0,nissan
309,32000,2016,gmc yukon,2,8,gas,55189,automatic,SUV,black,1,gmc
310,2700,2016,honda civic,3,4,gas,27000,automatic,sedan,white,0,honda
311,13500,2012,gmc sierra 1500,3,8,gas,143000,automatic,truck,silver,0,gmc
312,12750,2011,gmc sierra 2500hd,2,8,gas,226000,automatic,truck,white,1,gmc
313,9500,2015,nissan altima,3,4,gas,84000,automatic,sedan,red,0,nissan
314,6500,2012,dodge grand caravan,2,6,gas,119156,automatic,mini-van,unknown,0,dodge
315,3000,2016,nissan rogue,3,4,gas,58000,automatic,SUV,blue,0,nissan
316,600,1999,toyota camry le,0,4,gas,216348,automatic,sedan,white,0,toyota
317,2500,2016,honda civic,3,4,gas,46000,automatic,sedan,black,0,honda
318,2900,2016,honda civic,3,4,gas,18000,automatic,sedan,grey,0,honda
319,5500,2017,ford explorer,3,6,gas,25000,automatic,SUV,grey,1,ford
320,11900,2005,ford f250 super duty,2,8,diesel,119358,automatic,truck,blue,0,ford
321,11745,2011,chevrolet silverado 1500,3,8,gas,120000,automatic,truck,white,0,chevrolet
322,30000,2015,jeep wrangler unlimited,3,6,gas,13365,automatic,SUV,white,1,jeep
323,15250,2011,ford f-150,3,8,gas,97000,automatic,truck,grey,1,ford
324,2200,1995,ford f250 super duty,2,8,gas,149963,automatic,truck,orange,0,ford
325,2800,2002,honda accord,1,6,gas,211000,automatic,sedan,unknown,0,honda
326,9700,2000,toyota 4runner,3,6,gas,200116,automatic,SUV,unknown,1,toyota
327,10000,1995,chevrolet corvette,2,8,gas,127807,automatic,coupe,unknown,0,chevrolet
328,4500,2009,jeep liberty,2,6,gas,171000,automatic,SUV,black,1,jeep
329,25000,2009,ford f-250 super duty,3,8,diesel,130000,automatic,truck,black,1,ford
330,11295,2015,nissan altima,3,4,gas,80148,automatic,sedan,unknown,0,nissan
331,500,2004,toyota corolla,4,4,gas,226980,automatic,sedan,unknown,0,toyota
332,5900,2007,ram 2500,2,8,gas,229000,automatic,pickup,white,1,ram
333,13000,2004,chevrolet corvette,2,8,gas,85104,automatic,convertible,blue,0,chevrolet
334,4995,2004,honda accord,3,4,gas,176722,automatic,sedan,blue,0,honda
335,9200,2017,nissan sentra,3,4,gas,12000,automatic,sedan,grey,0,nissan
336,5999,2007,chrysler 300,3,6,gas,122000,automatic,sedan,grey,0,chrysler
337,6000,2005,subaru outback,3,4,gas,148000,automatic,wagon,blue,0,subaru
338,5500,2006,ford f150,3,8,gas,146331,automatic,truck,white,0,ford
339,12995,2009,chevrolet suburban,3,8,gas,157976,automatic,SUV,white,1,chevrolet
340,8000,2003,gmc yukon,2,8,gas,170000,automatic,SUV,grey,1,gmc
341,15800,2009,gmc sierra 1500,3,8,gas,150000,automatic,truck,white,0,gmc
342,4000,2005,honda pilot,3,6,gas,167000,automatic,SUV,red,1,honda
343,17999,1996,chevrolet corvette,3,8,gas,30469,manual,convertible,unknown,0,chevrolet
344,19995,2012,chevrolet tahoe,2,8,gas,129516,automatic,SUV,unknown,1,chevrolet
345,2999,2003,ford focus,2,4,gas,170000,automatic,sedan,red,0,ford
346,2999,2004,volkswagen jetta,2,4,gas,149000,manual,sedan,silver,0,volkswagen
347,1900,1999,ford ranger,3,6,gas,191135,automatic,truck,yellow,1,ford
348,5999,2002,bmw x5,3,6,gas,153000,automatic,SUV,white,1,bmw
349,6999,2006,acura tl,3,6,gas,169269,automatic,sedan,white,0,acura
350,8600,2012,ford mustang,3,6,gas,126000,automatic,coupe,black,0,ford
351,7997,2009,gmc yukon,3,8,gas,0,automatic,SUV,white,1,gmc
352,28000,2017,chevrolet silverado,4,8,gas,53000,automatic,truck,white,1,chevrolet
353,10977,2015,nissan rogue,3,4,gas,78327,automatic,SUV,grey,0,nissan
354,25000,2015,chevrolet silverado,2,8,gas,150000,automatic,truck,white,1,chevrolet
355,4000,2002,ford escape,2,6,gas,98000,automatic,SUV,silver,1,ford
356,16600,1975,chevrolet corvette,3,8,gas,75000,manual,coupe,unknown,0,chevrolet
357,18400,1975,chevrolet corvette,3,8,gas,18000,automatic,coupe,orange,0,chevrolet
358,12500,2017,subaru impreza,4,4,gas,25000,automatic,wagon,grey,1,subaru
360,8900,2014,ford fusion,3,4,gas,40062,automatic,sedan,white,1,ford
361,5900,2013,nissan altima,2,4,gas,57075,automatic,sedan,white,0,nissan
362,8875,2012,toyota prius,2,4,gas,129843,automatic,hatchback,unknown,0,toyota
363,18875,2015,ford explorer,2,6,gas,83823,automatic,SUV,white,0,ford
364,6975,2018,nissan sentra,2,4,gas,34611,automatic,sedan,unknown,0,nissan
365,34275,2018,jeep wrangler,2,6,gas,27403,automatic,SUV,black,1,jeep
366,11675,2012,gmc acadia,2,6,gas,113417,automatic,SUV,white,1,gmc
367,24995,2016,subaru outback,2,6,gas,32889,automatic,SUV,grey,1,subaru
368,11375,2012,toyota sienna,2,6,gas,135907,automatic,van,silver,0,toyota
369,4700,2002,kia soul,2,4,gas,167062,manual,sedan,white,0,kia
370,29000,2015,toyota tacoma,3,6,gas,64000,automatic,truck,unknown,1,toyota
371,15900,2011,jeep wrangler,2,6,gas,163943,automatic,SUV,black,1,jeep
372,14700,2017,nissan altima,3,4,gas,38902,automatic,sedan,black,0,nissan
373,4975,2010,ford explorer,2,6,gas,55486,automatic,SUV,blue,1,ford
374,5500,2001,nissan frontier,2,6,gas,125000,manual,pickup,black,1,nissan
375,8950,2011,toyota camry,2,6,gas,130271,automatic,sedan,black,0,toyota
376,19500,2010,ford f-150,2,8,gas,64200,automatic,truck,custom,1,ford
377,24998,2006,chevrolet silverado 2500hd,3,8,diesel,181787,automatic,truck,black,1,chevrolet
378,6995,2011,nissan rogue,3,4,gas,118802,automatic,SUV,blue,1,nissan
379,5995,2014,ford focus,3,4,gas,87654,automatic,hatchback,unknown,0,ford
380,5495,2005,honda cr-v,2,4,gas,158000,automatic,SUV,silver,0,honda
381,5495,2009,honda accord,2,4,gas,118791,automatic,sedan,black,0,honda
382,9500,2009,nissan maxima,4,6,gas,105000,automatic,sedan,white,0,nissan
383,6500,1996,chevrolet corvette,2,8,gas,114300,automatic,coupe,red,0,chevrolet
384,27995,2017,chevrolet silverado 1500,3,8,gas,72965,automatic,truck,black,1,chevrolet
385,11995,2005,toyota tacoma,3,6,gas,167523,manual,truck,unknown,1,toyota
386,8995,2012,honda accord,3,4,gas,112713,automatic,sedan,red,0,honda
387,10995,2007,chevrolet tahoe,2,8,gas,162999,automatic,SUV,grey,1,chevrolet
388,11995,2012,chevrolet suburban,2,8,gas,163100,automatic,SUV,unknown,1,chevrolet
389,19500,2014,ford f-150,3,6,gas,95000,automatic,truck,blue,1,ford
390,8600,2013,kia sorento,2,4,gas,110367,automatic,SUV,blue,1,kia
391,5995,2004,bmw x5,3,6,gas,153057,automatic,SUV,unknown,1,bmw
392,8290,2011,hyundai sonata,3,4,gas,66501,automatic,sedan,silver,0,hyundai
393,8950,2011,toyota camry,2,4,gas,133018,automatic,sedan,red,0,toyota
394,6995,2012,dodge grand caravan,2,6,gas,160501,automatic,mini-van,black,0,dodge
395,13990,2013,ram 1500,3,8,gas,98000,automatic,truck,blue,1,ram
396,14995,2014,chevrolet camaro,3,8,gas,95000,automatic,coupe,unknown,0,chevrolet
397,14900,2008,jeep wrangler,2,6,gas,149167,automatic,SUV,custom,1,jeep
398,4800,2004,toyota sienna,3,6,gas,143000,automatic,van,silver,0,toyota
399,22975,2012,ram 2500,3,6,diesel,119546,automatic,pickup,white,1,ram
400,9500,2005,jeep wrangler,3,6,gas,151000,automatic,SUV,silver,1,jeep
401,20000,2016,ram 1500,3,8,gas,56000,automatic,truck,blue,0,ram
402,5950,2015,ford focus,4,4,gas,36000,automatic,hatchback,silver,0,ford
403,2700,2000,ford mustang,2,6,gas,140000,manual,coupe,red,0,ford
404,288,2018,nissan altima,3,4,gas,40277,automatic,sedan,silver,0,nissan
405,11500,2009,chevrolet silverado 2500hd,2,8,gas,170000,automatic,truck,unknown,1,chevrolet
406,700,2000,ford focus,1,4,gas,221000,manual,sedan,blue,0,ford
407,5725,2004,toyota corolla,2,4,gas,103889,automatic,sedan,silver,0,toyota
408,5890,2004,chevrolet suburban,2,8,gas,136801,automatic,SUV,blue,0,chevrolet
409,22975,2009,ram 2500,3,6,diesel,119546,automatic,pickup,white,1,ram
410,9950,2009,bmw x5,3,6,gas,105621,automatic,SUV,silver,1,bmw
411,3150,2003,gmc sierra 1500,2,8,gas,163000,automatic,pickup,red,0,gmc
412,7995,2008,chevrolet silverado,2,6,gas,146000,automatic,pickup,white,0,chevrolet
413,5950,2007,honda accord,3,4,gas,95804,other,sedan,unknown,0,honda
414,8900,2015,ford explorer,2,6,gas,84000,automatic,SUV,black,1,ford
415,21900,2017,jeep wrangler unlimited,2,6,gas,37873,manual,SUV,blue,1,jeep
416,4998,2014,toyota corolla,2,4,gas,44442,automatic,sedan,grey,0,toyota
417,4975,2014,toyota corolla,2,4,gas,86722,manual,sedan,silver,0,toyota
418,3995,2011,nissan versa,2,4,gas,98783,manual,sedan,black,0,nissan
419,4995,2013,hyundai elantra,2,4,gas,65557,automatic,sedan,grey,0,hyundai
420,14900,2017,nissan frontier,2,6,gas,25462,automatic,pickup,grey,1,nissan
421,4750,2011,chrysler 200,2,6,gas,42446,automatic,sedan,blue,0,chrysler
422,6995,2011,toyota sienna,2,4,gas,124200,automatic,mini-van,unknown,0,toyota
423,7850,2016,dodge grand caravan,2,6,gas,56635,automatic,mini-van,grey,0,dodge
424,12900,2017,nissan frontier,2,6,gas,34096,automatic,pickup,black,1,nissan
425,4995,2006,chrysler 300,2,6,gas,160270,automatic,sedan,unknown,0,chrysler
426,14995,2014,chrysler town & country,2,6,gas,67586,automatic,mini-van,unknown,0,chrysler
427,8950,2014,ford focus se,3,4,gas,63380,automatic,sedan,white,0,ford
428,8995,2014,chevrolet equinox,3,6,gas,178490,automatic,SUV,silver,1,chevrolet
429,14200,2009,jeep wrangler,2,8,gas,142000,automatic,SUV,unknown,1,jeep
430,5000,2008,volkswagen passat,3,4,gas,91600,automatic,sedan,silver,0,volkswagen
431,7995,2012,kia soul,2,4,gas,69910,automatic,sedan,white,0,kia
433,14813,2016,toyota corolla,2,4,gas,65139,automatic,sedan,black,0,toyota
434,12599,2011,ford edge,2,6,gas,130271,automatic,sedan,silver,1,ford
435,19999,2012,ram 1500,3,8,gas,106674,automatic,pickup,silver,1,ram
436,16499,2014,jeep cherokee,3,6,gas,117357,automatic,SUV,blue,1,jeep
